sq_ficha,sq_taxon,Nome Cientifico,Nome Comum,Grupo Taxonômico,Categoria de Risco,Unidades de Conservação onde ocorrem,Código CNUC
27301,663263,Genidens barbus,bagre-branco/bagre-rosado,Peixes Marinhos,Em Perigo (EN),Área de Proteção Ambiental de Cananéia-Iguape-Peruíbe/Área de Proteção Ambiental Anhatomirim/Área de Proteção Ambiental da Baleia Franca/Reserva Biológica Marinha do Arvoredo/Área de Proteção Ambiental de Guaraqueçaba/Reserva Extrativista Marinha Pirajubaé/ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,0000.00.00140000.00.00010000.00.00060000.00.02140000.00.00170000.00.0255
27304,663262,Genidens planifrons,bagre-boca-larga/bagre-marinho,Peixes Marinhos,Criticamente em Perigo (CR),,
11738,1320151,Geositta poeciloptera,Andarilho/Campo Miner/Common Miner/Curriqueiro/Minero Común/andarilho/curriqueiro,Aves,Em Perigo (EN),Parque Nacional da Chapada Diamantina/Parque Nacional das Emas/Parque Nacional da Chapada dos Veadeiros/Parque Nacional da Serra da Canastra/Área de Proteção Ambiental Carste da Lagoa Santa/Reserva Biológica da Contagem/Área de Proteção Ambiental da Bacia do Rio Descoberto/Área de Proteção Ambiental da Bacia do Rio São Bartolomeu/Área de Proteção Ambiental do Planalto Central/Parque Nacional de Brasília/ESTAÇÃO ECOLÓGICA DE ITIRAPINA/APA CORUMBATAí/BOTUCATU E TEJUPá PERIMETRO CORUMBATAí/ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES/ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS/ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO/ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,0000.00.01370000.00.01550000.00.01390000.00.01440000.00.00200000.00.01920000.00.00030000.00.00040000.00.00230000.00.0159
9877,1012059,Ginglymostoma cirratum,Tubarão-lixa/cação-lixa/lambarú/tubarão-lixa/urumaru,Peixes Marinhos,Vulnerável (VU),Parque Nacional do Cabo Orange/Área de Proteção Ambiental Delta do Parnaíba/Parque Nacional Marinho de Fernando de Noronha/Reserva Biológica do Atol das Rocas/Área de Proteção Ambiental da Costa dos Corais/Área de Proteção Ambiental de Fernando de Noronha - Rocas - São Pedro e São Paulo/Parque Nacional Marinho dos Abrolhos/Área de Proteção Ambiental de Cananéia-Iguape-Peruíbe/ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS/ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE/ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES/PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO/PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS/ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS,0000.00.01690000.00.00190000.00.01860000.00.02030000.00.00090000.00.00150000.00.01850000.00.0014
13819,1319818,Giupponia chagasi,Aranha-bode/Aranha-fedorenta/Opilião/aranha-bode/aranha-fedorenta/opilião,Invertebrados Terrestres,Criticamente em Perigo (CR),,
31100,1515431,Glandulocauda caerulea,,Peixes Continentais,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA/ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ,
34484,1742771,Glaphyropoma spinosum,Bagrinho-de-caverna,Peixes Continentais,Vulnerável (VU),Parque Nacional da Chapada Diamantina,0000.00.0137
24642,12310,Glaucis dohrnii,Ermitaño de Espírito Santo/Hook-billed Hermit/balança-rabo-canela,Aves,Em Perigo (EN),Parque Nacional Descobrimento/Parque Nacional do Monte Pascoal/Parque Nacional do Pau Brasil/Reserva Biológica de Una/Reserva Biológica do Córrego do Veado,0000.00.01710000.00.01820000.00.01760000.00.02020000.00.0204
34136,2301646,Glaucomastix abaetensis,calango-do-abaeté/lagartinho-de-abaeté/lagartixa-de-abaeté,Répteis,Em Perigo (EN),Parque Nacional da Serra de Itabaiana/ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS DE GUARAJUBA,0000.00.0147
34138,2301648,Glaucomastix littoralis,calango/lagarto-da-cauda-verde,Répteis,Em Perigo (EN),Parque Nacional Restinga de Jurubatiba/APA DA ORLA MARíTIMA DA BAíA DE SEPETIBA/ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ,0000.00.0141
33907,1762549,Glennia pylotis,Borboleta,Invertebrados Terrestres,Em Perigo (EN),PARQUE ESTADUAL DA SERRA DO MAR,
13827,2024111,Glomeridesmus spelaeus,Piolho-de-cobra,Invertebrados Terrestres,Criticamente em Perigo (CR),,
20451,2026062,Glyphonycteris behnii,,Mamíferos,Vulnerável (VU),Estação Ecologica da Serra Geral do Tocantins/Área de Proteção Ambiental do Planalto Central,0000.00.00760000.00.0023
26198,2024909,Gnamptogenys wilsoni,formiga,Invertebrados Terrestres,Em Perigo (EN),,
34220,1251520,Gonatodes tapajonicus,,Répteis,Em Perigo (EN),Área de Proteção Ambiental do Tapajós/Floresta Nacional de Altamira/Floresta Nacional de Itaituba II,0000.00.02680000.00.00830000.00.0096
30067,1319822,Gonyostomus insularis,Caracol-da-ilha,Invertebrados Terrestres,Criticamente em Perigo (CR),PARQUE ESTADUAL  DE ILHABELA,
14116,2025885,Grallaria varia distincta,tovacuçu,Aves,Vulnerável (VU),Reserva Biológica do Gurupi/Floresta Nacional de Carajás/Parque Nacional Mapinguari/Reserva Biológica do Jaru/Floresta Nacional de Pau-Rosa/Floresta Nacional do Trairão/Parque Nacional da Amazônia/Floresta Nacional de Tapajós,0000.00.02070000.00.00880000.00.16330000.00.02080000.00.01040000.00.02650000.00.01360000.00.0123
24666,2025886,Grallaria varia intercedens,Tovacuçu/tovacuçu,Aves,Vulnerável (VU),Parque Nacional de Boa Nova/Parque Nacional da Serra das Lontras/Parque Nacional Descobrimento/Parque Nacional do Monte Pascoal/Parque Nacional do Pau Brasil/Reserva Biológica de Una,0000.00.19080000.00.19090000.00.01710000.00.01820000.00.01760000.00.0202
22257,7241,Guaruba guarouba,Aratinga guaruba/Golden Parakeet/ararajuba/guaruba,Aves,Vulnerável (VU),Reserva Biológica do Gurupi/Floresta Nacional de Caxiuanã/Floresta Nacional de Tapirape-Aquiri/Floresta Nacional do Jatuarana/Floresta Nacional do Jamari/Floresta Nacional do Amaná/Floresta Nacional do Trairão/Parque Nacional da Amazônia/Parque Nacional do Jamanxim/Floresta Nacional de Itaituba I/Floresta Nacional de Itaituba II/Floresta Nacional de Tapajós,0000.00.02070000.00.00890000.00.01240000.00.01190000.00.01180000.00.02710000.00.02650000.00.01360000.00.02670000.00.00950000.00.00960000.00.0123
24629,12410,Gubernatrix cristata,Gobernador Crestado/Yellow Cardinal/cardeal-amarelo,Aves,Criticamente em Perigo (CR),Área de Proteção Ambiental de Ibirapuitã,0000.00.0021
23292,2023713,Gyldenstolpia planaltensis,Fossorial Giant Rat/Rato-do-mato,Mamíferos,Em Perigo (EN),Área de Proteção Ambiental do Planalto Central/ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS/APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO,0000.00.0023
31104,304694,Gymnogeophagus setequedas,Acará,Peixes Continentais,Em Perigo (EN),Parque Nacional do Iguaçu/Área de Proteção Ambiental das Ilhas e Várzeas do Rio Paraná,0000.00.01720000.00.0025
15904,397244,Gymnura altavela,Raia-borboleta/raia-borboleta/raia-manteiga,Peixes Marinhos,Criticamente em Perigo (CR),Parque Nacional Marinho dos Abrolhos/Estação Ecológica de Tupinambás/Estação Ecológica dos Tupiniquins/Monumento Natural Arquipélago das Ilhas Cagarras/Área de Proteção Ambiental de Cananéia-Iguape-Peruíbe/Área de Proteção Ambiental da Baleia Franca/Parque Nacional do Superagui/Reserva Biológica Marinha do Arvoredo/Parque Nacional Marinho das Ilhas dos Currais/PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS/ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS/APA MARINHA DO LITORAL CENTRO,0000.00.01850000.00.00640000.00.00710000.00.00340000.00.00140000.00.00060000.00.01780000.00.02140000.00.2874
34066,2024092,Hadrurochactas araripe,Escorpião,Invertebrados Terrestres,Criticamente em Perigo (CR),Floresta Nacional do Araripe-Apodi/Área de Proteção Ambiental Chapada do Araripe,0000.00.01150000.00.0008
34067,2024093,Hadrurochactas brejo,Escorpião,Invertebrados Terrestres,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA ARATANHA,
32855,1808918,Halichoeres rubrovirens,Budião-fogueira,Peixes Marinhos,Vulnerável (VU),Área de Proteção Ambiental do Arquipélago de Trindade e Martim Vaz/Monumento Natural do Arquipelago de Trindade e Martim Vaz e Monte Columbia,0000.00.36330000.00.3642
33066,1684946,Halichondria cebimarensis,Esponja,Invertebrados Marinhos,Vulnerável (VU),Área de Proteção Ambiental Bacia Hidrográfica do Rio Paraíba do Sul/ARIE DE SãO SEBASTIãO,0000.00.1521
33070,1910068,Halichondria tenebrica,Esponja,Invertebrados Marinhos,Vulnerável (VU),ARIE DE SãO SEBASTIãO,
37512,2024969,Hamadryas velutina browni,Borboleta,Invertebrados Terrestres,Em Perigo (EN),,
14055,2024015,Harmonicon cerberus,Aranha/Aranha-caranguejeira/Aranha-de-Teia-em-Funil,Invertebrados Terrestres,Criticamente em Perigo (CR),Floresta Nacional de Carajás,0000.00.0088
29851,12455,Harpia harpyja,Arpía Mayor/Harpy Eagle/gavião-real/harpia,Aves,Vulnerável (VU),Área de Proteção Ambiental da Serra da Tabatinga/Parque Nacional da Chapada dos Guimarães/Parque Nacional da Serra da Bodoquena/Parque Nacional do Araguaia/PARQUE ESTADUAL DO CANTãO/ÁREA DE PROTEÇÃO AMBIENTAL DOS PIRENEUS/ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES/ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO,0000.00.00120000.00.01380000.00.01430000.00.0168
31864,728543,Harttia depressa,Acari cachimbo,Peixes Continentais,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,
31865,728542,Harttia dissidens,Acari cachimbo,Peixes Continentais,Vulnerável (VU),Floresta Nacional do Crepori,0000.00.0270
31106,1014202,Hasemania crenuchoides,Lambari,Peixes Continentais,Vulnerável (VU),Área de Proteção Ambiental do Planalto Central,0000.00.0023
34495,1809119,Hasemania piatan,,Peixes Continentais,Em Perigo (EN),,
22729,2025641,Hassar shewellkeimi,Botinho/reco-reco,Peixes Continentais,Vulnerável (VU),,
33913,844746,Heliconius nattereri,Borboleta,Invertebrados Terrestres,Em Perigo (EN),,
34499,287796,Hemiancistrus megalopteryx,,Peixes Continentais,Em Perigo (EN),,
18681,335386,Hemipsilichthys gobio,Cascudo/Cascudo-piririca,Peixes Continentais,Em Perigo (EN),Área de Proteção Ambiental de Petrópolis/APA SILVEIRAS,0000.00.0010
24667,7271,Hemitriccus furcatus,Fork-tailed Tody-tyrant/Papa-moscas-estrela/Titirijí tijereta/papa-moscas-estrela,Aves,Vulnerável (VU),Parque Nacional da Serra da Bocaina/Parque Nacional do Itatiaia/PARQUE ESTADUAL DO DESENGANO/PARQUE ESTADUAL DA SERRA DO MAR,0000.00.01420000.00.0184
24668,2025921,Hemitriccus griseipectus naumburgae,Maria-de-barriga-branca/Titirijí ventriblanco/White-bellied Tody-tyrant/maria-de-barriga-branca,Aves,Vulnerável (VU),Estação Ecológica de Murici/Reserva Biológica Guaribas/NGI ICMBIO COSTA DOS CORAIS/Área de Proteção Ambiental de Piaçabuçú/PARQUE ESTADUAL DE DOIS IRMÃOS/ESTAÇÃO ECOLÓGICA DE CAETÉS/REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú,0000.00.00590000.00.01960000.00.0018
24669,7275,Hemitriccus kaempferi,Kaempfer`s Tody-Tyrant/Titirijí de Kaempfer/maria-catarinense,Aves,Vulnerável (VU),Parque Nacional Saint-Hilaire/Lange/ESTAÇÃO ECOLÓGICA DO GUARAGUAÇU/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,0000.00.0164
12145,7272,Hemitriccus mirandae,Buff-breasted Tody-Tyrant/Maria-Do-Nordeste/Titirijí de Miranda/maria-do-nordeste,Aves,Vulnerável (VU),Parque Nacional de Ubajara/Área de Proteção Ambiental da Serra da Ibiapaba/Reserva Biológica Guaribas/Reserva Biológica de Pedra Talhada/Reserva Biológica de Serra Negra/ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ/PARQUE ESTADUAL MATA DO PAU FERRO,0000.00.01670000.00.00290000.00.01960000.00.01970000.00.0200
34512,599180,Henochilus wheatlandii,Andirá,Peixes Continentais,Criticamente em Perigo (CR),,
31111,866335,Heptapterus multiradiatus,Bagrinho-do-tietê,Peixes Continentais,Criticamente em Perigo (CR),,
33949,2025003,Heraclides himeros baia,Borboleta/rabo-de-andorinha,Invertebrados Terrestres,Em Perigo (EN),PARQUE ESTADUAL PICO DO JABRE,
33950,2025004,Heraclides himeros himeros,Borboleta/rabo-de-andorinha,Invertebrados Terrestres,Em Perigo (EN),,
32406,2024841,Hermanella amere,efemérida/siriruia,Invertebrados de Água Doce,Em Perigo (EN),,
32411,2024846,Hermanella mazama,efemérida/siriruia,Invertebrados de Água Doce,Em Perigo (EN),Reserva Biológica do Córrego do Veado,0000.00.0204
32412,2024847,Hermanella nigra,efemérida/siriruia,Invertebrados de Água Doce,Vulnerável (VU),,
14020,12502,Herpailurus yagouaroundi,Eira Cat/Gato Colorado/Gato Eyrá/Gato Monero/Gato Moro/Gato Perro/Gato-azul/Gato-mourisco/Gato-vermelho/Jaguarondi/Jaguarundi/Leoncillo/León Brenero/Mbaracadya eirá/Onza/Otter cat/Panterita/Tigrillo/Uchu mishi/Yaguarundi/Yaguarundí/anushi-puma/gato irará,Mamíferos,Vulnerável (VU),Parque Nacional de Ubajara/Área de Proteção Ambiental Chapada do Araripe/Reserva Biológica de Sooretama/Floresta Nacional de Capão Bonito/Floresta Nacional de Ipanema/Estação Ecológica do Taim/Floresta Nacional de São Francisco de Paula/Floresta Nacional de Três Barras/Parque Nacional da Serra do Itajaí/Parque Nacional das Araucárias/Parque Nacional Aparados da Serra/Parque Nacional da Serra da Bodoquena/Parque Nacional Cavernas do Peruaçu/Parque Nacional das Sempre-Vivas/Parque Nacional Grande Sertão Veredas/Área de Proteção Ambiental do Boqueirao da Onça/Parque Nacional do Boqueirao da Onça/ESTAÇÃO ECOLÓGICA JATAÍ/PARQUE ESTADUAL DO TURVO/PARQUE ESTADUAL DO RIO DOCE/PARQUE ESTADUAL DAS ARAUCÁRIAS/PARQUE ESTADUAL DA CANTAREIRA/PARQUE ESTADUAL FRITZ PLAUMANN/ESTAÇÃO ECOLÓGICA DE ITIRAPINA/RESERVA BIOLÓGICA ESTADUAL DO AGUAÍ/ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS/ESTAÇÃO ECOLÓGICA DOS CAETETUS/PARQUE ESTADUAL DE ITABERABA/PARQUE ESTADUAL CARLOS BOTELHO/RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS/PARQUE ESTADUAL RIO PRETO/REFúGIO DE VIDA SILVESTRE MATA DO JUNCO/PARQUE ESTADUAL VEREDAS DO PERUAÇU/PARQUE ESTADUAL DA SERRA DO MAR/PARQUE ESTADUAL DA SERRA DO TABULEIRO/ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,0000.00.01670000.00.00080000.00.02010000.00.00790000.00.00940000.00.00700000.00.01330000.00.01340000.00.01500000.00.02620000.00.01580000.00.01430000.00.01350000.00.01570000.00.01830000.00.36550000.00.3652
24670,7289,Herpsilochmus pileatus,Bahia Antwren/Chorozinho-de-boné/Tiluchí pileado/chorozinho-de-boné,Aves,Vulnerável (VU),Parque Nacional Descobrimento/Parque Nacional do Monte Pascoal/Parque Nacional do Pau Brasil/Reserva Biológica de Una/ÁREA DE PROTEÇÃO AMBIENTAL CARAÍVA/ TRANCOSO/ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,0000.00.01710000.00.01820000.00.01760000.00.0202
30242,631507,Heteragrion petiense,Libélula,Invertebrados de Água Doce,Em Perigo (EN),,
34223,1319795,Heterodactylus lundii,briba/calango-que-vira-cobra/cobra-de-pé/cobra-de-vidro/cobrinha,Répteis,Vulnerável (VU),Parque Nacional da Serra da Canastra/Área de Proteção Ambiental do Morro da Pedreira/ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH,0000.00.01440000.00.0027
34224,2023282,Heterodactylus septentrionalis,,Répteis,Em Perigo (EN),,
30151,12556,Hippocampus erectus,cavalinho/cavalinho-do-mar/cavalo-marinho/hipocampo,Peixes Marinhos,Vulnerável (VU),Área de Proteção Ambiental Delta do Parnaíba/Reserva Extrativista Acaú-Goiana/Área de Proteção Ambiental de Cairuçu/ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA/ARIE DE SãO SEBASTIãO/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS/ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO,0000.00.00190000.00.15630000.00.0013
30152,1630617,Hippocampus patagonicus,cavalinho/cavalinho-do-mar/cavalo-marinho/hipocampo,Peixes Marinhos,Vulnerável (VU),ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA,
30153,12543,Hippocampus reidi,Longsnout seahorse/cavalinho/cavalinho-do-mar/cavalinho-marinho/cavalo-marinho/cavalo-marinho-de-focinho-longo,Peixes Marinhos,Vulnerável (VU),Reserva Extrativista Mãe Grande de Curuçá/Área de Proteção Ambiental Delta do Parnaíba/Reserva Extrativista Acaú-Goiana/Reserva Extrativista do Corumbau/Área de Proteção Ambiental de Guaraqueçaba/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU/PARQUE ESTADUAL DA FONTE GRANDE/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MUNICIPAL PIRAQUE-AÇÚ E PIRAQUE-MIRIM/ARIE DE SãO SEBASTIãO/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS/APA MARINHA DO LITORAL NORTE/ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA/PARQUE ESTADUAL DA COSTA DO SOL/ÁREA DE PROTEçãO AMBIENTAL DO MACIçO CENTRAL,0000.00.02430000.00.00190000.00.15630000.00.02520000.00.0017
34533,2025333,Hollandichthys taramandahy,Lambari-listrado,Peixes Continentais,Em Perigo (EN),Parque Nacional Aparados da Serra/ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL,0000.00.0158
21829,2023201,Holoaden bradei,Itatiaia Highland Frog/Rãzinha-verrugosa-da-serra-de-Brade/Rãzinha-verrugosa-da-serra-de-Bradei/Sapinho-manicure,Anfíbios,Criticamente em Perigo (CR),Parque Nacional do Itatiaia,0000.00.0184
21830,2023202,Holoaden luederwaldti,Luderwaldt's Highland Frog/Rãzinha-verrugosa-da-serra-de-Luederwaldt,Anfíbios,Em Perigo (EN),Parque Nacional da Serra da Bocaina/Parque Nacional do Itatiaia/Área de Proteção Ambiental da Serra da Mantiqueira/ESTAÇÃO ECOLÓGICA BANANAL/APA CAMPOS DO JORDÃO/PARQUE ESTADUAL DA SERRA DO MAR,0000.00.01420000.00.01840000.00.0011
30731,306191,Homeoura lindneri,Libélula,Invertebrados de Água Doce,Vulnerável (VU),ESTAÇÃO ECOLÓGICA JATAÍ,
34225,1252018,Homonota uruguayensis,gecko-do-campo,Répteis,Vulnerável (VU),,
22440,14150,Hopliancistrus tricornis,Alicate/ancistrus de unha/cari de unha,Peixes Continentais,Em Perigo (EN),Parque Nacional do Jamanxim,0000.00.0267
33992,643883,Hyalyris fiammetta,Borboleta,Invertebrados Terrestres,Criticamente em Perigo (CR),,
33993,2024970,Hyalyris leptalina leptalina,Borboleta,Invertebrados Terrestres,Criticamente em Perigo (CR),APA DA SERRA DOS PRETOS FORROS,
25556,2023397,Hydrodynastes melanogigas,cobra-d´água-grande-do-tocantins,Répteis,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,
11733,2022871,Hydropsalis candicans,Bacurau-de-rabo-branco/Chotacabras Aliblanco/White-winged Nightjar/bacurau-de-rabo-branco,Aves,Vulnerável (VU),Parque Nacional das Emas,0000.00.0155
22258,7305,Hylexetastes brigidai,Brigida`s Woodcreeper/arapaçu-de-loro-cinza,Aves,Vulnerável (VU),Reserva Biológica do Tapirapé/Floresta Nacional de Carajás/Floresta Nacional de Caxiuanã/Floresta Nacional de Tapirape-Aquiri/ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI,0000.00.02110000.00.00880000.00.00890000.00.0124
15772,513835,Hylomantis granulosa,Granular Leaf frog/Perereca-das-folhagens,Anfíbios,Vulnerável (VU),Estação Ecológica de Murici/Reserva Biológica de Pedra Talhada/PARQUE ESTADUAL DE DOIS IRMÃOS/ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO/ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE,0000.00.00590000.00.0197
22260,2025888,Hylopezus paraensis,Snethlage`s Antpitta/Torom-Do-Pará,Aves,Vulnerável (VU),Reserva Biológica do Gurupi/Floresta Nacional de Carajás/Floresta Nacional de Caxiuanã/Floresta Nacional de Tapirape-Aquiri,0000.00.02070000.00.00880000.00.00890000.00.0124
31881,1010852,Hypancistrus zebra,Cascudo zebra imperial/L046L098L173acari-zebra/cascudo-zebra/imperial pleco/zebra pleco/zebrinha,Peixes Continentais,Criticamente em Perigo (CR),,
31118,866932,Hyphessobrycon coelestinus,,Peixes Continentais,Em Perigo (EN),Área de Proteção Ambiental do Planalto Central/ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS,0000.00.0023
31119,866946,Hyphessobrycon duragenys,Lambari,Peixes Continentais,Em Perigo (EN),APA VáRZEA DO RIO TIETê,
31120,863998,Hyphessobrycon flammeus,Tetra-rio/Tetra-rosa/Tetra-vermelho/lambarizinho vermelho,Peixes Continentais,Em Perigo (EN),APA VáRZEA DO RIO TIETê/PARQUE NATURAL MUNICIPAL JACEGUAVA/ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS,
36480,673458,Hypocephalus armatus,carocha/iaiá-de-cintura/vaqueiro,Invertebrados Terrestres,Vulnerável (VU),PARQUE ESTADUAL DE MONTEZUMA,
14857,2022994,Hypocnemis ochrogyna,cantador-ocráceo,Aves,Vulnerável (VU),Estação Ecologica da Serra das Araras/Floresta Nacional do Jamari/Parque Nacional da Serra da Cutia/Reserva Biológica do Jaru,0000.00.00750000.00.01180000.00.01880000.00.0208
18689,1606099,Hypomasticus thayeri,Timburé,Peixes Continentais,Em Perigo (EN),Área de Proteção Ambiental da Serra da Mantiqueira,0000.00.0011
24304,1675171,Hyporthodus nigritus,cherne-negro/cherne-negro.,Peixes Marinhos,Em Perigo (EN),Área de Proteção Ambiental de Cananéia-Iguape-Peruíbe/Parque Nacional Marinho das Ilhas dos Currais/APA MARINHA DO LITORAL NORTE,0000.00.00140000.00.2874
24305,1789949,Hyporthodus niveatus,Badejo branco/Cerigado cherne/Cherna/Cherna preto/Cherne/Cherne claro/Cherne pintado/Cherne-verdadeiro/Chernete/Chernote/Garoupa/Mero preto/Serigado cherne/Serigado tapoan/cherne-verdadeiro/preta/tapoan,Peixes Marinhos,Vulnerável (VU),Monumento Natural Arquipélago das Ilhas Cagarras/Reserva Biológica Marinha do Arvoredo/Parque Nacional Marinho das Ilhas dos Currais/PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS/APA MARINHA DO LITORAL NORTE/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,0000.00.00340000.00.02140000.00.2874
